id,name,alcoholic,category,glassType,instructions,ingredients,ingredientMeasures,combinedIngredients
387,Veteran,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,"['Dark rum', 'Cherry brandy']","['2 oz ', '1/2 oz ']","['Dark rum (2 oz)', 'Cherry brandy (1/2 oz)']"
388,Van Vleet,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.","['Light rum', 'Maple syrup', 'Lemon juice']","['3 oz ', '1 oz ', '1 oz ']","['Light rum (3 oz)', 'Maple syrup (1 oz)', 'Lemon juice (1 oz)']"
389,Vodka Fizz,Alcoholic,Other / Unknown,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.","['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']","['2 oz ', '2 oz ', '2 oz ', None, None]","['Vodka (2 oz)', 'Half-and-half (2 oz)', 'Limeade (2 oz)', 'Ice', 'Nutmeg']"
390,Vodka Lemon,Alcoholic,Cocktail,Highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.","['Vodka', 'Lemon Juice', 'Lemon Peel', 'Ice']","['5 cl', '7 cl', '1 Slice', 'cubes']","['Vodka (5 cl)', 'Lemon Juice (7 cl)', 'Lemon Peel (1 Slice)', 'Ice (cubes)']"
391,Vodka Slime,Alcoholic,Cocktail,Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.","['Sprite', 'Lime Juice', 'Vodka']","['1 cup', '1/2 shot', '1 1/2 shot']","['Sprite (1 cup)', 'Lime Juice (1/2 shot)', 'Vodka (1 1/2 shot)']"
392,Vodka Tonic,Alcoholic,Cocktail,Highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!","['Vodka', 'Tonic Water', 'Lemon Peel']","['4 cl', '10 cl', '1 Slice']","['Vodka (4 cl)', 'Tonic Water (10 cl)', 'Lemon Peel (1 Slice)']"
393,Vodka Martini,Alcoholic,Ordinary Drink,Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.","['Vodka', 'Dry Vermouth', 'Olive']","['1 1/2 oz ', '3/4 oz ', '1 ']","['Vodka (1 1/2 oz)', 'Dry Vermouth (3/4 oz)', 'Olive (1)']"
394,Vodka Russian,Alcoholic,Ordinary Drink,Collins Glass,Mix it as a ordinary drink .,"['Vodka', 'Schweppes Russchian']","['2 oz ', None]","['Vodka (2 oz)', 'Schweppes Russchian']"
395,Vermouth Cassis,Alcoholic,Ordinary Drink,Highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.","['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']","['1 1/2 oz ', '3/4 oz ', None]","['Dry Vermouth (1 1/2 oz)', 'Creme de Cassis (3/4 oz)', 'Carbonated water']"
396,Victory Collins,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']","['1 1/2 oz ', '3 oz ', '3 oz unsweetened ', '1 tsp ', '1 slice ']","['Vodka (1 1/2 oz)', 'Lemon juice (3 oz)', 'Grape juice (3 oz unsweetened)', 'Powdered sugar (1 tsp)', 'Orange (1 slice)']"
397,Vodka And Tonic,Alcoholic,Ordinary Drink,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.","['Vodka', 'Tonic water']","['2 oz ', None]","['Vodka (2 oz)', 'Tonic water']"
398,Valencia Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Apricot brandy', 'Orange juice', 'Orange bitters']","['1 1/2 oz ', '1 tblsp ', '2 dashes ']","['Apricot brandy (1 1/2 oz)', 'Orange juice (1 tblsp)', 'Orange bitters (2 dashes)']"
399,Whisky Mac,Alcoholic,Ordinary Drink,Collins Glass,Pour both of the ingredients into a wine goblet with no ice.,"['Scotch', 'Wine']","['1 1/2 oz ', '1 oz Green Ginger ']","['Scotch (1 1/2 oz)', 'Wine (1 oz Green Ginger)']"
400,White Lady,Alcoholic,Ordinary Drink,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,"['Gin', 'Triple Sec', 'Lemon Juice']","['4cl', '3cl', '2cl']","['Gin (4cl)', 'Triple Sec (3cl)', 'Lemon Juice (2cl)']"
401,Wine Punch,Alcoholic,Punch / Party Drink,Collins Glass,Combine all of the ingredients and pour over a block of ice.,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']","['1 bottle ', '2 ', '1 cup ', '3 ', '1 cup ']","['Red wine (1 bottle)', 'Lemon (2)', 'Orange juice (1 cup)', 'Orange (3)', 'Pineapple juice (1 cup)']"
402,Wine Cooler,Optional alcohol,Punch / Party Drink,Collins Glass,Mix wine and soft drink. Pour into glass. Add ice.,"['Red wine', 'Lemon-lime soda', 'Ice']","['2 oz white or ', '5 oz ', 'cubes']","['Red wine (2 oz white or)', 'Lemon-lime soda (5 oz)', 'Ice (cubes)']"
403,Winter Rita,Alcoholic,Beer,Highball Glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀","['Tequila', 'Campari', 'Lime Juice', 'Orange Juice', 'Rosemary Syrup', 'Salt']","['1 2/3 oz', '1/4 oz', '3/4 oz', '1/2 oz', '1/2 oz', 'Dash']","['Tequila (1 2/3 oz)', 'Campari (1/4 oz)', 'Lime Juice (3/4 oz)', 'Orange Juice (1/2 oz)', 'Rosemary Syrup (1/2 oz)', 'Salt (Dash)']"
404,Whiskey Sour,Alcoholic,Ordinary Drink,Old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.","['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']","['2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1 ', '1/2 slice ']","['Blended whiskey (2 oz)', 'Lemon (Juice of 1/2)', 'Powdered sugar (1/2 tsp)', 'Cherry (1)', 'Lemon (1/2 slice)']"
405,White Russian,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,"['Vodka', 'Coffee liqueur', 'Light cream']","['2 oz ', '1 oz ', None]","['Vodka (2 oz)', 'Coffee liqueur (1 oz)', 'Light cream']"
406,Winter Paloma,Alcoholic,Cocktail,Highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,"['Tequila', 'Grapefruit Juice', 'Lime Juice', 'Agave Syrup', 'Pepper']","['2 shots', 'Top', 'Juice of 1', '1 tsp', 'Dash']","['Tequila (2 shots)', 'Grapefruit Juice (Top)', 'Lime Juice (Juice of 1)', 'Agave Syrup (1 tsp)', 'Pepper (Dash)']"
407,White Wine Sangria,Alcoholic,Punch / Party Drink,Pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.","['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']","['1', '1', '750 ml', '1 cup', '1 cup', '3 shots', 'Top']","['Lime (1)', 'lemon (1)', 'White Wine (750 ml)', 'Strawberries (1 cup)', 'Apple (1 cup)', 'Apple Brandy (3 shots)', 'Soda Water (Top)']"
408,Whitecap Margarita,Alcoholic,Other / Unknown,Margarita/Coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']","['1 cup ', '2 oz ', '1/4 cup ', '3 tblsp fresh ']","['Ice (1 cup)', 'Tequila (2 oz)', 'Cream of coconut (1/4 cup)', 'Lime juice (3 tblsp fresh)']"
409,Waikiki Beachcomber,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","['Triple sec', 'Gin', 'Pineapple juice']","['3/4 oz ', '3/4 oz ', '1 tblsp ']","['Triple sec (3/4 oz)', 'Gin (3/4 oz)', 'Pineapple juice (1 tblsp)']"
410,Yellow Bird,Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled cocktail glass,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']","['3 cl', '1.5 cl', '1.5 cl', '1.5 cl']","['White Rum (3 cl)', 'Galliano (1.5 cl)', 'Triple Sec (1.5 cl)', 'Lime Juice (1.5 cl)']"
411,Yoghurt Cooler,Non alcoholic,Other / Unknown,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.","['Yoghurt', 'Fruit', 'Ice']","['1 cup ', '1 cup ', None]","['Yoghurt (1 cup)', 'Fruit (1 cup)', 'Ice']"
412,Zorro,Alcoholic,Coffee / Tea,Coffee Mug,add all and pour black coffee and add whipped cream on top.,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']","['2 cl ', '2 cl ', '2 cl ']","['Sambuca (2 cl)', 'Baileys irish cream (2 cl)', 'White Creme de Menthe (2 cl)']"
413,Zinger,Alcoholic,Soft Drink,Highball glass,Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,"['Peachtree schnapps', 'Surge']","['4 shots ', '4 shots ']","['Peachtree schnapps (4 shots)', 'Surge (4 shots)']"
414,Zoksel,Alcoholic,Soft Drink,Beer pilsner,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.","['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']","[None, None, None, ' slice\n', None, None, None]","['Beer', 'Root beer', 'Lemonade', 'Coca-Cola (slice)', '7-Up', 'Creme de Cassis', 'Lemon']"
415,Zombie,Alcoholic,Cocktail,Hurricane glass,"
Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.","['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']","['1 1/2 oz', '1 1/2 oz', '1 oz', '1 tsp', '1 tsp', '1 tsp', '1 drop']","['Rum (1 1/2 oz)', 'Gold rum (1 1/2 oz)', '151 proof rum (1 oz)', 'Pernod (1 tsp)', 'Grenadine (1 tsp)', 'Lime Juice (1 tsp)', 'Angostura Bitters (1 drop)']"
416,Zambeer,Alcoholic,Soft Drink,Collins Glass,Mix sambuca with rootbeer and stir. Add ice,"['Sambuca', 'Root beer', 'Ice']","['1 1/2 oz ', 'Add 10 oz ', 'cubes']","['Sambuca (1 1/2 oz)', 'Root beer (Add 10 oz)', 'Ice (cubes)']"
417,Zorbatini,Alcoholic,Cocktail,Cocktail glass,Prepare like a Martini. Garnish with a green olive.,"['Vodka', 'Ouzo']","['1 1/4 oz Stoli ', '1/4 oz ']","['Vodka (1 1/4 oz Stoli)', 'Ouzo (1/4 oz)']"
418,Zenmeister,Alcoholic,Ordinary Drink,Collins Glass,Mix together and enjoy,"['Jägermeister', 'Root beer']","['1/2 oz ', '1/2 oz ']","['Jägermeister (1/2 oz)', 'Root beer (1/2 oz)']"
419,Zipperhead,Alcoholic,Shot,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).","['Chambord raspberry liqueur', 'Vodka', 'Soda water']","['1 shot ', '1 shot ', 'Fill with ']","['Chambord raspberry liqueur (1 shot)', 'Vodka (1 shot)', 'Soda water (Fill with)']"
420,Zima Blaster,Alcoholic,Ordinary Drink,Hurricane glass,"Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.","['Zima', 'Chambord raspberry liqueur']","['12 oz ', '3 oz ']","['Zima (12 oz)', 'Chambord raspberry liqueur (3 oz)']"
421,Zizi Coin-coin,Alcoholic,Punch / Party Drink,Margarita/Coupette glass,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.","['Cointreau', 'Lemon juice', 'Ice', 'Lemon']","['5 cl ', '2 cl ', 'cubes', ' or lime\n']","['Cointreau (5 cl)', 'Lemon juice (2 cl)', 'Ice (cubes)', 'Lemon (or lime)']"
422,Zimadori Zinger,Alcoholic,Punch / Party Drink,Collins glass,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,"['Midori melon liqueur', 'Zima']","['1.5 oz ', '12 oz ']","['Midori melon liqueur (1.5 oz)', 'Zima (12 oz)']"
423,Zippy's Revenge,Alcoholic,Cocktail,Old-fashioned glass,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,"['Amaretto', 'Rum', 'Kool-Aid']","['2 oz ', '2 oz ', '4 oz Grape ']","['Amaretto (2 oz)', 'Rum (2 oz)', 'Kool-Aid (4 oz Grape)']"
424,Ziemes Martini Apfelsaft,Alcoholic,Ordinary Drink,Collins Glass,Serve without ice. At least the juice shold have room temperature.,"['Vermouth', 'Apple juice']","['4 cl ', '16 cl ']","['Vermouth (4 cl)', 'Apple juice (16 cl)']"
